sourceTypeID,roadTypeID,hourDayID,avgSpeedBinID,avgSpeedFraction
11,2,105,9,0.00300382
11,2,105,10,0.00639748
11,2,105,11,0.0123499
11,2,105,12,0.0252974
11,2,105,13,0.0607833
11,2,105,14,0.123447
11,2,105,15,0.215795
11,2,105,16,0.525429
11,2,112,1,0.00381785
11,2,112,2,0.006198
11,2,112,3,0.00414031
11,2,112,4,0.00332272
11,2,112,5,0.00273601
11,2,112,6,0.00214701
11,2,112,7,0.00230718
11,2,112,8,0.00241499
11,2,112,9,0.00291133
11,2,112,10,0.0052456
11,2,112,11,0.0111049
11,2,112,12,0.0200834
11,2,112,13,0.0486507
11,2,112,14,0.101061
11,2,112,15,0.200141
11,2,112,16,0.583718
11,2,115,1,0.00379457
11,2,115,2,0.00648624
11,2,115,3,0.00492042
11,2,115,4,0.00329746
11,2,115,5,0.00289191
11,2,115,6,0.00196669
11,2,115,7,0.00205555
11,2,115,8,0.0025825
11,2,115,9,0.00292523
11,2,115,10,0.00576518
11,2,115,11,0.0131291
11,2,115,12,0.0259486
11,2,115,13,0.0602838
11,2,115,14,0.125506
11,2,115,15,0.221261
11,2,115,16,0.517185
11,2,122,1,0.00454846
11,2,122,2,0.00725079
11,2,122,3,0.00639903
11,2,122,4,0.00532589
11,2,122,5,0.00397127
11,2,122,6,0.00344822
11,2,122,7,0.00315369
11,2,122,8,0.00339122
11,2,122,9,0.00390761
11,2,122,10,0.00563765
11,2,122,11,0.0111659
11,2,122,12,0.020569
11,2,122,13,0.0467364
11,2,122,14,0.0986733
11,2,122,15,0.194811
11,2,122,16,0.581011
11,2,125,1,0.00456344
11,2,125,2,0.00786303
11,2,125,3,0.00558627
11,2,125,4,0.00418785
11,2,125,5,0.00294459
11,2,125,6,0.00231501
11,2,125,7,0.00215302
11,2,125,8,0.00240375
11,2,125,9,0.00291416
11,2,125,10,0.00642054
11,2,125,11,0.0129566
11,2,125,12,0.0270767
11,2,125,13,0.0608345
11,2,125,14,0.124658
11,2,125,15,0.218408
11,2,125,16,0.514714
11,2,132,1,0.00507861
11,2,132,2,0.00859236
11,2,132,3,0.00806095
11,2,132,4,0.00753613
11,2,132,5,0.00608445
11,2,132,6,0.00477734
11,2,132,7,0.00424011
11,2,132,8,0.00407607
11,2,132,9,0.00449979
11,2,132,10,0.00668954
11,2,132,11,0.0123703
11,2,132,12,0.0209352
11,2,132,13,0.0465561
11,2,132,14,0.0953571
11,2,132,15,0.189822
11,2,132,16,0.575324
11,2,135,1,0.0052573
11,2,135,2,0.00751681
11,2,135,3,0.00594149
11,2,135,4,0.00413021
11,2,135,5,0.00321406
11,2,135,6,0.00248507
11,2,135,7,0.00245218
11,2,135,8,0.00284951
11,2,135,9,0.00335143
11,2,135,10,0.00694421
11,2,135,11,0.0134329
11,2,135,12,0.0271824
11,2,135,13,0.0604104
11,2,135,14,0.121689
11,2,135,15,0.216513
11,2,135,16,0.51663
11,2,142,1,0.00648158
11,2,142,2,0.00969482
11,2,142,3,0.0089786
11,2,142,4,0.00816366
11,2,142,5,0.00638154
11,2,142,6,0.00524837
11,2,142,7,0.00475854
11,2,142,8,0.00444165
11,2,142,9,0.0049026
11,2,142,10,0.00683875
11,2,142,11,0.012926
11,2,142,12,0.0214844
11,2,142,13,0.0454429
11,2,142,14,0.09615
11,2,142,15,0.185874
11,2,142,16,0.572232
11,2,145,1,0.00513743
11,2,145,2,0.00843625
11,2,145,3,0.00640306
11,2,145,4,0.00537791
11,2,145,5,0.0040216
11,2,145,6,0.00302862
11,2,145,7,0.00272157
11,2,145,8,0.00294107
11,2,145,9,0.00396045
11,2,145,10,0.00679301
11,2,145,11,0.0131868
11,2,145,12,0.0276105
11,2,145,13,0.0587631
11,2,145,14,0.118605
11,2,145,15,0.217379
11,2,145,16,0.515635
11,2,152,1,0.00495397
11,2,152,2,0.0110108
11,2,152,3,0.00819281
11,2,152,4,0.00777536
11,2,152,5,0.00654511
11,2,152,6,0.00566912
11,2,152,7,0.00465862
11,2,152,8,0.00449474
11,2,152,9,0.00454292
11,2,152,10,0.00727666
11,2,152,11,0.0127433
11,2,152,12,0.0204844
11,2,152,13,0.045686
11,2,152,14,0.0978046
11,2,152,15,0.189049
11,2,152,16,0.569112
11,2,155,1,0.00551722
11,2,155,2,0.0092676
11,2,155,3,0.00671199
11,2,155,4,0.0054687
11,2,155,5,0.00448255
11,2,155,6,0.0037452
11,2,155,7,0.00350658
11,2,155,8,0.00331484
11,2,155,9,0.0043655
11,2,155,10,0.00716261
11,2,155,11,0.01507
11,2,155,12,0.0283617
11,2,155,13,0.059732
11,2,155,14,0.118031
11,2,155,15,0.210748
11,2,155,16,0.514515
11,2,162,1,0.0059415
11,2,162,2,0.0121169
11,2,162,3,0.00908895
11,2,162,4,0.00790105
11,2,162,5,0.00697101
11,2,162,6,0.00584958
11,2,162,7,0.00536824
11,2,162,8,0.00507883
11,2,162,9,0.00486335
11,2,162,10,0.00714549
11,2,162,11,0.0129541
11,2,162,12,0.0226356
11,2,162,13,0.0469154
11,2,162,14,0.0933856
11,2,162,15,0.183518
11,2,162,16,0.570266
11,2,165,1,0.00719295
11,2,165,2,0.0109736
11,2,165,3,0.00862885
11,2,165,4,0.00667956
11,2,165,5,0.00563633
11,2,165,6,0.00491482
11,2,165,7,0.00415843
11,2,165,8,0.00440343
11,2,165,9,0.00508621
11,2,165,10,0.0077107
11,2,165,11,0.0147845
11,2,165,12,0.0282613
11,2,165,13,0.0590226
11,2,165,14,0.115783
11,2,165,15,0.202507
11,2,165,16,0.514257
11,2,172,1,0.00623105
11,2,172,2,0.010801
11,2,172,3,0.0096368
11,2,172,4,0.00806223
11,2,172,5,0.00724424
11,2,172,6,0.0064466
11,2,172,7,0.00516266
11,2,172,8,0.00516129
11,2,172,9,0.00505222
11,2,172,10,0.00769915
11,2,172,11,0.013195
11,2,172,12,0.0221344
11,2,172,13,0.0492218
11,2,172,14,0.0951134
11,2,172,15,0.187558
11,2,172,16,0.56128
11,2,175,1,0.0079209
11,2,175,2,0.0122141
11,2,175,3,0.00957283
11,2,175,4,0.00824236
11,2,175,5,0.00683497
11,2,175,6,0.0058585
11,2,175,7,0.00494567
11,2,175,8,0.00537775
11,2,175,9,0.00545284
11,2,175,10,0.00834328
11,2,175,11,0.0161295
11,2,175,12,0.0284769
11,2,175,13,0.0599558
11,2,175,14,0.116793
11,2,175,15,0.197303
11,2,175,16,0.506579
11,2,182,1,0.00678482
11,2,182,2,0.0120149
11,2,182,3,0.0088123
11,2,182,4,0.00766247
11,2,182,5,0.0064784
11,2,182,6,0.00596499
11,2,182,7,0.00496628
11,2,182,8,0.00470461
11,2,182,9,0.00498506
11,2,182,10,0.00738751
11,2,182,11,0.0128262
11,2,182,12,0.0216511
11,2,182,13,0.0478733
11,2,182,14,0.0956566
11,2,182,15,0.189154
11,2,182,16,0.563078
11,2,185,1,0.00951467
11,2,185,2,0.0122688
11,2,185,3,0.00990885
11,2,185,4,0.00853108
11,2,185,5,0.00769195
11,2,185,6,0.00606888
11,2,185,7,0.00534808
11,2,185,8,0.00539621
11,2,185,9,0.00611292
11,2,185,10,0.00880924
11,2,185,11,0.016413
11,2,185,12,0.0310824
11,2,185,13,0.063754
11,2,185,14,0.118108
11,2,185,15,0.189837
11,2,185,16,0.501155
11,2,192,1,0.00634552
11,2,192,2,0.0106153
11,2,192,3,0.00809602
11,2,192,4,0.00656151
11,2,192,5,0.00643452
11,2,192,6,0.00546
11,2,192,7,0.00446302
11,2,192,8,0.00414344
11,2,192,9,0.00474438
11,2,192,10,0.00668874
11,2,192,11,0.0124902
11,2,192,12,0.0238476
11,2,192,13,0.049876
11,2,192,14,0.0992924
11,2,192,15,0.189908
11,2,192,16,0.561033
11,2,195,1,0.00715938
11,2,195,2,0.009983
11,2,195,3,0.0076969
11,2,195,4,0.00651405
11,2,195,5,0.00552642
11,2,195,6,0.00464691
11,2,195,7,0.00414708
11,2,195,8,0.00447527
11,2,195,9,0.0051848
11,2,195,10,0.00830966
11,2,195,11,0.0153603
11,2,195,12,0.0306875
11,2,195,13,0.0624805
11,2,195,14,0.115409
11,2,195,15,0.191366
11,2,195,16,0.521053
11,2,202,1,0.00596183
11,2,202,2,0.00892824
11,2,202,3,0.00600094
11,2,202,4,0.00512418
11,2,202,5,0.00452989
11,2,202,6,0.00415555
11,2,202,7,0.00397867
11,2,202,8,0.00322583
11,2,202,9,0.00369354
11,2,202,10,0.00499834
11,2,202,11,0.0117348
11,2,202,12,0.0214645
11,2,202,13,0.0493273
11,2,202,14,0.102325
11,2,202,15,0.195719
11,2,202,16,0.568832
11,2,205,1,0.00373863
11,2,205,2,0.00679963
11,2,205,3,0.00437121
11,2,205,4,0.00401188
11,2,205,5,0.00312302
11,2,205,6,0.00356102
11,2,205,7,0.00282722
11,2,205,8,0.00315928
11,2,205,9,0.00389662
11,2,205,10,0.00703103
11,2,205,11,0.0144739
11,2,205,12,0.0304978
11,2,205,13,0.0621529
11,2,205,14,0.118798
11,2,205,15,0.200728
11,2,205,16,0.53083
11,2,212,1,0.00647144
11,2,212,2,0.00833267
11,2,212,3,0.00473248
11,2,212,4,0.00353615
11,2,212,5,0.00402395
11,2,212,6,0.00379765
11,2,212,7,0.00262881
11,2,212,8,0.00294447
11,2,212,9,0.00403892
11,2,212,10,0.0056186
11,2,212,11,0.0112376
11,2,212,12,0.0229869
11,2,212,13,0.0526902
11,2,212,14,0.113345
11,2,212,15,0.206703
11,2,212,16,0.546912
11,2,215,1,0.00404959
11,2,215,2,0.00590885
11,2,215,3,0.00386731
11,2,215,4,0.00269473
11,2,215,5,0.00205271
11,2,215,6,0.00189331
11,2,215,7,0.00214864
11,2,215,8,0.00260835
11,2,215,9,0.00344623
11,2,215,10,0.00688753
11,2,215,11,0.0134792
11,2,215,12,0.0283258
11,2,215,13,0.0644919
11,2,215,14,0.125331
11,2,215,15,0.212359
11,2,215,16,0.520456
11,2,222,1,0.00347954
11,2,222,2,0.00677634
11,2,222,3,0.00351332
11,2,222,4,0.00248319
11,2,222,5,0.00188896
11,2,222,6,0.00179554
11,2,222,7,0.00237262
11,2,222,8,0.00275536
11,2,222,9,0.00311827
11,2,222,10,0.00664259
11,2,222,11,0.0123122
11,2,222,12,0.0240767
11,2,222,13,0.0566525
11,2,222,14,0.115717
11,2,222,15,0.219967
11,2,222,16,0.536449
11,2,225,1,0.00393099
11,2,225,2,0.00725345
11,2,225,3,0.00394156
11,2,225,4,0.00294808
11,2,225,5,0.00196754
11,2,225,6,0.00194132
11,2,225,7,0.00198862
11,2,225,8,0.00290017
11,2,225,9,0.00394658
11,2,225,10,0.00690541
11,2,225,11,0.0138616
11,2,225,12,0.029568
11,2,225,13,0.0684457
11,2,225,14,0.127724
11,2,225,15,0.221338
11,2,225,16,0.50134
11,2,232,1,0.00425187
11,2,232,2,0.00629843
11,2,232,3,0.00330575
11,2,232,4,0.00174395
11,2,232,5,0.00186144
11,2,232,6,0.00124987
11,2,232,7,0.00120774
11,2,232,8,0.00175193
11,2,232,9,0.00253664
11,2,232,10,0.00436524
11,2,232,11,0.0121628
11,2,232,12,0.0273796
11,2,232,13,0.058859
11,2,232,14,0.121752
11,2,232,15,0.226859
11,2,232,16,0.524415
11,2,235,1,0.00450352
11,2,235,2,0.00767402
11,2,235,3,0.00304844
11,2,235,4,0.00189555
11,2,235,5,0.00154304
11,2,235,6,0.00127411
11,2,235,7,0.00185455
11,2,235,8,0.00242326
11,2,235,9,0.00350019
11,2,235,10,0.00692778
11,2,235,11,0.0131119
11,2,235,12,0.0290702
11,2,235,13,0.0671987
11,2,235,14,0.132837
11,2,235,15,0.223647
11,2,235,16,0.499491
11,2,242,1,0.00181236
11,2,242,2,0.00321635
11,2,242,3,0.000936933
11,2,242,4,0.000616192
11,2,242,5,0.000597033
11,2,242,6,0.00102618
11,2,242,7,0.00157735
11,2,242,8,0.00172605
11,2,242,9,0.00254889
11,2,242,10,0.00458821
11,2,242,11,0.0125298
11,2,242,12,0.025606
11,2,242,13,0.0645728
11,2,242,14,0.133506
11,2,242,15,0.219353
11,2,242,16,0.525787
11,2,245,1,0.00459378
11,2,245,2,0.00597857
11,2,245,3,0.00290263
11,2,245,4,0.0016145
11,2,245,5,0.00118836
11,2,245,6,0.00129588
11,2,245,7,0.00187798
11,2,245,8,0.00209109
11,2,245,9,0.00300966
11,2,245,10,0.00663062
11,2,245,11,0.0150038
11,2,245,12,0.0307085
11,2,245,13,0.0735923
11,2,245,14,0.143027
11,2,245,15,0.229846
11,2,245,16,0.47664
11,3,12,1,0.0282032
11,3,12,2,0.0164525
11,3,12,3,0.0146159
11,3,12,4,0.0139916
11,3,12,5,0.0200963
11,3,12,6,0.0250198
11,3,12,7,0.0397171
11,3,12,8,0.0581437
11,3,12,9,0.0752052
11,3,12,10,0.0920765
11,3,12,11,0.107163
11,3,12,12,0.111881
11,3,12,13,0.116526
11,3,12,14,0.0978715
11,3,12,15,0.0877215
11,3,12,16,0.0953156
11,3,15,1,0.02463
11,3,15,2,0.0150057
11,3,15,3,0.0144578
11,3,15,4,0.0175414
11,3,15,5,0.0200369
11,3,15,6,0.0230922
11,3,15,7,0.0328098
11,3,15,8,0.0514336
11,3,15,9,0.0616437
11,3,15,10,0.0854403
11,3,15,11,0.09479
11,3,15,12,0.119126
11,3,15,13,0.130188
11,3,15,14,0.114773
11,3,15,15,0.0945831
11,3,15,16,0.100448
11,3,22,1,0.0279734
11,3,22,2,0.0167181
11,3,22,3,0.0184198
11,3,22,4,0.0210418
11,3,22,5,0.0234621
11,3,22,6,0.0303361
11,3,22,7,0.0375314
11,3,22,8,0.0596152
11,3,22,9,0.071979
11,3,22,10,0.0866448
11,3,22,11,0.100218
11,3,22,12,0.118695
11,3,22,13,0.120736
11,3,22,14,0.101408
11,3,22,15,0.078267
11,3,22,16,0.0869538
11,3,25,1,0.0270392
11,3,25,2,0.0170779
11,3,25,3,0.0184074
11,3,25,4,0.0217734
11,3,25,5,0.0236456
11,3,25,6,0.0282006
11,3,25,7,0.0340026
11,3,25,8,0.0501967
11,3,25,9,0.0652312
11,3,25,10,0.0805367
11,3,25,11,0.098722
11,3,25,12,0.120088
11,3,25,13,0.125417
11,3,25,14,0.110536
11,3,25,15,0.0936282
11,3,25,16,0.0854975
11,3,32,1,0.0285257
11,3,32,2,0.0188211
11,3,32,3,0.0212191
11,3,32,4,0.0226827
11,3,32,5,0.0268081
11,3,32,6,0.0277639
11,3,32,7,0.0351521
11,3,32,8,0.0513508
11,3,32,9,0.0653821
11,3,32,10,0.0858169
11,3,32,11,0.0966442
11,3,32,12,0.115732
11,3,32,13,0.119693
11,3,32,14,0.115964
11,3,32,15,0.0822235
11,3,32,16,0.0862207
11,3,35,1,0.0272239
11,3,35,2,0.0213039
11,3,35,3,0.0178499
11,3,35,4,0.0208123
11,3,35,5,0.0254584
11,3,35,6,0.0274651
11,3,35,7,0.0344855
11,3,35,8,0.0462336
11,3,35,9,0.0623041
11,3,35,10,0.0781512
11,3,35,11,0.0927142
11,3,35,12,0.127506
11,3,35,13,0.137713
11,3,35,14,0.122814
11,3,35,15,0.0816026
11,3,35,16,0.0763625
11,3,42,1,0.0337676
11,3,42,2,0.019595
11,3,42,3,0.0206333
11,3,42,4,0.0198036
11,3,42,5,0.0223484
11,3,42,6,0.029888
11,3,42,7,0.0374097
11,3,42,8,0.0454822
11,3,42,9,0.0682793
11,3,42,10,0.0869184
11,3,42,11,0.107939
11,3,42,12,0.119623
11,3,42,13,0.123894
11,3,42,14,0.102255
11,3,42,15,0.0733438
11,3,42,16,0.088819
11,3,45,1,0.026693
11,3,45,2,0.0184804
11,3,45,3,0.0198073
11,3,45,4,0.0228097
11,3,45,5,0.0248716
11,3,45,6,0.0268162
11,3,45,7,0.034518
11,3,45,8,0.0478995
11,3,45,9,0.0617769
11,3,45,10,0.0805455
11,3,45,11,0.0961122
11,3,45,12,0.123835
11,3,45,13,0.133373
11,3,45,14,0.122911
11,3,45,15,0.0885922
11,3,45,16,0.0709597
11,3,52,1,0.0211653
11,3,52,2,0.0177298
11,3,52,3,0.0165399
11,3,52,4,0.0212903
11,3,52,5,0.020856
11,3,52,6,0.026993
11,3,52,7,0.0316519
11,3,52,8,0.0443466
11,3,52,9,0.0613645
11,3,52,10,0.075541
11,3,52,11,0.0959873
11,3,52,12,0.119641
11,3,52,13,0.144432
11,3,52,14,0.109791
11,3,52,15,0.0947296
11,3,52,16,0.0979416
11,3,55,1,0.0190392
11,3,55,2,0.0161776
11,3,55,3,0.0155442
11,3,55,4,0.019928
11,3,55,5,0.0234661
11,3,55,6,0.0270234
11,3,55,7,0.0357174
11,3,55,8,0.0506341
11,3,55,9,0.0646865
11,3,55,10,0.0841502
11,3,55,11,0.102244
11,3,55,12,0.126153
11,3,55,13,0.13905
11,3,55,14,0.114709
11,3,55,15,0.0828041
11,3,55,16,0.0786733
11,3,62,1,0.0173992
11,3,62,2,0.0140751
11,3,62,3,0.0135922
11,3,62,4,0.0199409
11,3,62,5,0.0208325
11,3,62,6,0.0239036
11,3,62,7,0.0307668
11,3,62,8,0.041049
11,3,62,9,0.0631423
11,3,62,10,0.0805684
11,3,62,11,0.101427
11,3,62,12,0.127768
11,3,62,13,0.134998
11,3,62,14,0.119284
11,3,62,15,0.094609
11,3,62,16,0.0966439
11,3,65,1,0.0164776
11,3,65,2,0.0132066
11,3,65,3,0.0132233
11,3,65,4,0.0166011
11,3,65,5,0.0194142
11,3,65,6,0.02322
11,3,65,7,0.0328364
11,3,65,8,0.0514759
11,3,65,9,0.07083
11,3,65,10,0.0933487
11,3,65,11,0.111589
11,3,65,12,0.131232
11,3,65,13,0.139963
11,3,65,14,0.105163
11,3,65,15,0.0808381
11,3,65,16,0.0805812
11,3,72,1,0.0230023
11,3,72,2,0.0135557
11,3,72,3,0.0134615
11,3,72,4,0.0154288
11,3,72,5,0.0180733
11,3,72,6,0.0266658
11,3,72,7,0.0307051
11,3,72,8,0.0472017
11,3,72,9,0.0656802
11,3,72,10,0.0831594
11,3,72,11,0.102283
11,3,72,12,0.121804
11,3,72,13,0.137142
11,3,72,14,0.110171
11,3,72,15,0.0919313
11,3,72,16,0.0997353
11,3,75,1,0.0181795
11,3,75,2,0.0138115
11,3,75,3,0.0126127
11,3,75,4,0.0155091
11,3,75,5,0.0200686
11,3,75,6,0.0258173
11,3,75,7,0.0385308
11,3,75,8,0.0577874
11,3,75,9,0.0818668
11,3,75,10,0.101393
11,3,75,11,0.112162
11,3,75,12,0.126463
11,3,75,13,0.126005
11,3,75,14,0.0938299
11,3,75,15,0.0751785
11,3,75,16,0.0807864
11,3,82,1,0.0248068
11,3,82,2,0.0156301
11,3,82,3,0.0141768
11,3,82,4,0.0182531
11,3,82,5,0.0198651
11,3,82,6,0.023965
11,3,82,7,0.0361327
11,3,82,8,0.0521679
11,3,82,9,0.0707019
11,3,82,10,0.0876368
11,3,82,11,0.101728
11,3,82,12,0.116593
11,3,82,13,0.125297
11,3,82,14,0.10138
11,3,82,15,0.0844526
11,3,82,16,0.107214
