sourceTypeModelYearID,sourceTypeID,modelYearID,fuelTypeID,engTechID,regClassID,stmyFuelEngFraction,stmyFraction
411951,41,1951,1,1,47,0,0
411951,41,1951,2,1,42,0,0
411951,41,1951,2,1,46,0,0
411951,41,1951,2,1,47,1,0
411951,41,1951,3,1,47,1,0
411951,41,1951,9,30,42,0,0
411951,41,1951,9,30,46,0,0
411951,41,1951,9,30,47,1,0
411951,41,1951,9,40,42,0,0
411951,41,1951,9,40,46,0,0
411951,41,1951,9,40,47,1,0
411952,41,1952,1,1,42,0.38242169237961665,0.38242169237961665
411952,41,1952,1,1,46,0.6175783076203833,0.6175783076203833
411952,41,1952,1,1,47,0,0
411952,41,1952,2,1,42,0,0
411952,41,1952,2,1,46,0,0
411952,41,1952,2,1,47,1,0
411952,41,1952,3,1,47,1,0
411952,41,1952,9,30,42,0,0
411952,41,1952,9,30,46,0,0
411952,41,1952,9,30,47,1,0
411952,41,1952,9,40,42,0,0
411952,41,1952,9,40,46,0,0
411952,41,1952,9,40,47,1,0
411953,41,1953,1,1,42,0.38242169237961665,0.38242169237961665
411953,41,1953,1,1,46,0.6175783076203833,0.6175783076203833
411953,41,1953,1,1,47,0,0
411953,41,1953,2,1,42,0,0
411953,41,1953,2,1,46,0,0
411953,41,1953,2,1,47,1,0
411953,41,1953,3,1,47,1,0
411953,41,1953,9,30,42,0,0
411953,41,1953,9,30,46,0,0
411953,41,1953,9,30,47,1,0
411953,41,1953,9,40,42,0,0
411953,41,1953,9,40,46,0,0
411953,41,1953,9,40,47,1,0
411954,41,1954,1,1,42,0.38242169237961665,0.38242169237961665
411954,41,1954,1,1,46,0.6175783076203833,0.6175783076203833
411954,41,1954,1,1,47,0,0
411954,41,1954,2,1,42,0,0
411954,41,1954,2,1,46,0,0
411954,41,1954,2,1,47,1,0
411954,41,1954,3,1,47,1,0
411954,41,1954,9,30,42,0,0
411954,41,1954,9,30,46,0,0
411954,41,1954,9,30,47,1,0
411954,41,1954,9,40,42,0,0
411954,41,1954,9,40,46,0,0
411954,41,1954,9,40,47,1,0
411955,41,1955,1,1,42,0.38242169237961665,0.38242169237961665
411955,41,1955,1,1,46,0.6175783076203833,0.6175783076203833
411955,41,1955,1,1,47,0,0
411955,41,1955,2,1,42,0,0
411955,41,1955,2,1,46,0,0
411955,41,1955,2,1,47,1,0
411955,41,1955,3,1,47,1,0
411955,41,1955,9,30,42,0,0
411955,41,1955,9,30,46,0,0
411955,41,1955,9,30,47,1,0
411955,41,1955,9,40,42,0,0
411955,41,1955,9,40,46,0,0
411955,41,1955,9,40,47,1,0
411956,41,1956,1,1,42,0.38242169237961665,0.38242169237961665
411956,41,1956,1,1,46,0.6175783076203833,0.6175783076203833
411956,41,1956,1,1,47,0,0
411956,41,1956,2,1,42,0,0
411956,41,1956,2,1,46,0,0
411956,41,1956,2,1,47,1,0
411956,41,1956,3,1,47,1,0
411956,41,1956,9,30,42,0,0
411956,41,1956,9,30,46,0,0
411956,41,1956,9,30,47,1,0
411956,41,1956,9,40,42,0,0
411956,41,1956,9,40,46,0,0
411956,41,1956,9,40,47,1,0
411957,41,1957,1,1,42,0.38242169237961665,0.38242169237961665
411957,41,1957,1,1,46,0.6175783076203833,0.6175783076203833
411957,41,1957,1,1,47,0,0
411957,41,1957,2,1,42,0,0
411957,41,1957,2,1,46,0,0
411957,41,1957,2,1,47,1,0
411957,41,1957,3,1,47,1,0
411957,41,1957,9,30,42,0,0
411957,41,1957,9,30,46,0,0
411957,41,1957,9,30,47,1,0
411957,41,1957,9,40,42,0,0
411957,41,1957,9,40,46,0,0
411957,41,1957,9,40,47,1,0
411958,41,1958,1,1,42,0.38242169237961665,0.38242169237961665
411958,41,1958,1,1,46,0.6175783076203833,0.6175783076203833
411958,41,1958,1,1,47,0,0
411958,41,1958,2,1,42,0,0
411958,41,1958,2,1,46,0,0
411958,41,1958,2,1,47,1,0
411958,41,1958,3,1,47,1,0
411958,41,1958,9,30,42,0,0
411958,41,1958,9,30,46,0,0
411958,41,1958,9,30,47,1,0
411958,41,1958,9,40,42,0,0
411958,41,1958,9,40,46,0,0
411958,41,1958,9,40,47,1,0
411959,41,1959,1,1,42,0.38242169237961665,0.38242169237961665
411959,41,1959,1,1,46,0.6175783076203833,0.6175783076203833
411959,41,1959,1,1,47,0,0
411959,41,1959,2,1,42,0,0
411959,41,1959,2,1,46,0,0
411959,41,1959,2,1,47,1,0
411959,41,1959,3,1,47,1,0
411959,41,1959,9,30,42,0,0
411959,41,1959,9,30,46,0,0
411959,41,1959,9,30,47,1,0
411959,41,1959,9,40,42,0,0
411959,41,1959,9,40,46,0,0
411959,41,1959,9,40,47,1,0
411960,41,1960,1,1,42,0.38242169237961665,0.38242169237961665
411960,41,1960,1,1,46,0.6175783076203833,0.6175783076203833
411960,41,1960,1,1,47,0,0
411960,41,1960,2,1,42,0,0
411960,41,1960,2,1,46,0,0
411960,41,1960,2,1,47,1,0
411960,41,1960,3,1,47,1,0
411960,41,1960,9,30,42,0,0
411960,41,1960,9,30,46,0,0
411960,41,1960,9,30,47,1,0
411960,41,1960,9,40,42,0,0
411960,41,1960,9,40,46,0,0
411960,41,1960,9,40,47,1,0
411961,41,1961,1,1,42,0.38242169237961665,0.38242169237961665
411961,41,1961,1,1,46,0.6175783076203833,0.6175783076203833
411961,41,1961,1,1,47,0,0
411961,41,1961,2,1,42,0,0
411961,41,1961,2,1,46,0,0
411961,41,1961,2,1,47,1,0
411961,41,1961,3,1,47,1,0
411961,41,1961,9,30,42,0,0
411961,41,1961,9,30,46,0,0
411961,41,1961,9,30,47,1,0
411961,41,1961,9,40,42,0,0
411961,41,1961,9,40,46,0,0
411961,41,1961,9,40,47,1,0
411962,41,1962,1,1,42,0.38242169237961665,0.38242169237961665
411962,41,1962,1,1,46,0.6175783076203833,0.6175783076203833
411962,41,1962,1,1,47,0,0
411962,41,1962,2,1,42,0,0
411962,41,1962,2,1,46,0,0
411962,41,1962,2,1,47,1,0
411962,41,1962,3,1,47,1,0
411962,41,1962,9,30,42,0,0
411962,41,1962,9,30,46,0,0
411962,41,1962,9,30,47,1,0
411962,41,1962,9,40,42,0,0
411962,41,1962,9,40,46,0,0
411962,41,1962,9,40,47,1,0
411963,41,1963,1,1,42,0.38242169237961665,0.38242169237961665
411963,41,1963,1,1,46,0.6175783076203833,0.6175783076203833
411963,41,1963,1,1,47,0,0
411963,41,1963,2,1,42,0,0
411963,41,1963,2,1,46,0,0
411963,41,1963,2,1,47,1,0
411963,41,1963,3,1,47,1,0
411963,41,1963,9,30,42,0,0
411963,41,1963,9,30,46,0,0
411963,41,1963,9,30,47,1,0
411963,41,1963,9,40,42,0,0
411963,41,1963,9,40,46,0,0
411963,41,1963,9,40,47,1,0
411964,41,1964,1,1,42,0.38242169237961665,0.38242169237961665
411964,41,1964,1,1,46,0.6175783076203833,0.6175783076203833
411964,41,1964,1,1,47,0,0
411964,41,1964,2,1,42,0,0
411964,41,1964,2,1,46,0,0
411964,41,1964,2,1,47,1,0
411964,41,1964,3,1,47,1,0
411964,41,1964,9,30,42,0,0
411964,41,1964,9,30,46,0,0
411964,41,1964,9,30,47,1,0
411964,41,1964,9,40,42,0,0
411964,41,1964,9,40,46,0,0
411964,41,1964,9,40,47,1,0
411965,41,1965,1,1,42,0.38242169237961665,0.38242169237961665
411965,41,1965,1,1,46,0.6175783076203833,0.6175783076203833
411965,41,1965,1,1,47,0,0
411965,41,1965,2,1,42,0,0
411965,41,1965,2,1,46,0,0
411965,41,1965,2,1,47,1,0
411965,41,1965,3,1,47,1,0
411965,41,1965,9,30,42,0,0
411965,41,1965,9,30,46,0,0
411965,41,1965,9,30,47,1,0
411965,41,1965,9,40,42,0,0
411965,41,1965,9,40,46,0,0
411965,41,1965,9,40,47,1,0
411966,41,1966,1,1,42,0.38242169237961665,0.38242169237961665
411966,41,1966,1,1,46,0.6175783076203833,0.6175783076203833
411966,41,1966,1,1,47,0,0
411966,41,1966,2,1,42,0,0
411966,41,1966,2,1,46,0,0
411966,41,1966,2,1,47,1,0
411966,41,1966,3,1,47,1,0
411966,41,1966,9,30,42,0,0
411966,41,1966,9,30,46,0,0
411966,41,1966,9,30,47,1,0
411966,41,1966,9,40,42,0,0
411966,41,1966,9,40,46,0,0
411966,41,1966,9,40,47,1,0
411967,41,1967,1,1,42,0.35427644912849615,0.35427644912849615
411967,41,1967,1,1,46,0.6457235508715039,0.6457235508715039
411967,41,1967,1,1,47,0,0
411967,41,1967,2,1,42,0,0
411967,41,1967,2,1,46,0,0
411967,41,1967,2,1,47,1,0
411967,41,1967,3,1,47,1,0
411967,41,1967,9,30,42,0,0
411967,41,1967,9,30,46,0,0
411967,41,1967,9,30,47,1,0
411967,41,1967,9,40,42,0,0
411967,41,1967,9,40,46,0,0
411967,41,1967,9,40,47,1,0
411968,41,1968,1,1,42,0.48533950617283955,0.35546764622774796
411968,41,1968,1,1,46,0.5146604938271605,0.37694263916360554
411968,41,1968,1,1,47,0,0
411968,41,1968,2,1,42,0,0
411968,41,1968,2,1,46,1,0.2675897146086465
411968,41,1968,2,1,47,0,0
411968,41,1968,3,1,47,1,0
411968,41,1968,9,30,42,0,0
411968,41,1968,9,30,46,0,0
411968,41,1968,9,30,47,1,0
411968,41,1968,9,40,42,0,0
411968,41,1968,9,40,46,0,0
411968,41,1968,9,40,47,1,0
411969,41,1969,1,1,42,0.5083713850837138,0.39639211962971754
411969,41,1969,1,1,46,0.4916286149162861,0.38333728934251127
411969,41,1969,1,1,47,0,0
411969,41,1969,2,1,42,0,0
411969,41,1969,2,1,46,1,0.2202705910277712
411969,41,1969,2,1,47,0,0
411969,41,1969,3,1,47,1,0
411969,41,1969,9,30,42,0,0
411969,41,1969,9,30,46,0,0
411969,41,1969,9,30,47,1,0
411969,41,1969,9,40,42,0,0
411969,41,1969,9,40,46,0,0
411969,41,1969,9,40,47,1,0
411970,41,1970,1,1,42,0.5574292077632834,0.4322723908216136
411970,41,1970,1,1,46,0.4425707922367165,0.3432025660004935
411970,41,1970,1,1,47,0,0
411970,41,1970,2,1,42,0,0
411970,41,1970,2,1,46,1,0.22452504317789293
411970,41,1970,2,1,47,0,0
411970,41,1970,3,1,47,1,0
411970,41,1970,9,30,42,0,0
411970,41,1970,9,30,46,0,0
411970,41,1970,9,30,47,1,0
411970,41,1970,9,40,42,0,0
411970,41,1970,9,40,46,0,0
411970,41,1970,9,40,47,1,0
411971,41,1971,1,1,42,0.15666280417149478,0.15586811159787872
411971,41,1971,1,1,46,0.8433371958285052,0.8390592575513027
411971,41,1971,1,1,47,0,0
411971,41,1971,2,1,42,0,0
411971,41,1971,2,1,46,1,0.005072630850818538
411971,41,1971,2,1,47,0,0
411971,41,1971,3,1,47,1,0
411971,41,1971,9,30,42,0,0
411971,41,1971,9,30,46,0,0
411971,41,1971,9,30,47,1,0
411971,41,1971,9,40,42,0,0
411971,41,1971,9,40,46,0,0
411971,41,1971,9,40,47,1,0
411972,41,1972,1,1,42,0.02772277227722772,0.027525710828796127
411972,41,1972,1,1,46,0.9722772277227723,0.9653660012099213
411972,41,1972,1,1,47,0,0
411972,41,1972,2,1,42,0,0
411972,41,1972,2,1,46,1,0.007108287961282517
411972,41,1972,2,1,47,0,0
411972,41,1972,3,1,47,1,0
411972,41,1972,9,30,42,0,0
411972,41,1972,9,30,46,0,0
411972,41,1972,9,30,47,1,0
411972,41,1972,9,40,42,0,0
411972,41,1972,9,40,46,0,0
411972,41,1972,9,40,47,1,0
411973,41,1973,1,1,42,0.007220822837951301,0.007167861310218369
411973,41,1973,1,1,46,0.9927791771620487,0.9854975829304884
411973,41,1973,1,1,47,0,0
411973,41,1973,2,1,42,0.20454545454545456,0.0015002500416736123
411973,41,1973,2,1,46,0.7954545454545454,0.005834305717619603
411973,41,1973,2,1,47,0,0
411973,41,1973,3,1,47,1,0
411973,41,1973,9,30,42,0,0
411973,41,1973,9,30,46,0,0
411973,41,1973,9,30,47,1,0
411973,41,1973,9,40,42,0,0
411973,41,1973,9,40,46,0,0
411973,41,1973,9,40,47,1,0
411974,41,1974,1,1,42,0.011639676113360324,0.011478955248710697
411974,41,1974,1,1,46,0.9883603238866397,0.9747130261187822
411974,41,1974,1,1,47,0,0
411974,41,1974,2,1,42,0.4457831325301205,0.006155381800033272
411974,41,1974,2,1,46,0.5542168674698795,0.007652636832473798
411974,41,1974,2,1,47,0,0
411974,41,1974,3,1,47,1,0
411974,41,1974,9,30,42,0,0
411974,41,1974,9,30,46,0,0
411974,41,1974,9,30,47,1,0
411974,41,1974,9,40,42,0,0
411974,41,1974,9,40,46,0,0
411974,41,1974,9,40,47,1,0
411975,41,1975,1,1,42,0,0
411975,41,1975,1,1,46,1,0.957172342621259
411975,41,1975,1,1,47,0,0
411975,41,1975,2,1,42,0.5060240963855421,0.021671826625386997
411975,41,1975,2,1,46,0.4939759036144578,0.021155830753353973
411975,41,1975,2,1,47,0,0
411975,41,1975,3,1,47,1,0
411975,41,1975,9,30,42,0,0
411975,41,1975,9,30,46,0,0
411975,41,1975,9,30,47,1,0
411975,41,1975,9,40,42,0,0
411975,41,1975,9,40,46,0,0
411975,41,1975,9,40,47,1,0
411976,41,1976,1,1,42,0.026315789473684213,0.014084507042253521
411976,41,1976,1,1,46,0.9736842105263158,0.5211267605633803
411976,41,1976,1,1,47,0,0
411976,41,1976,2,1,42,0.9393939393939393,0.43661971830985913
411976,41,1976,2,1,46,0.06060606060606061,0.028169014084507043
411976,41,1976,2,1,47,0,0
411976,41,1976,3,1,47,1,0
411976,41,1976,9,30,42,0,0
411976,41,1976,9,30,46,0,0
411976,41,1976,9,30,47,1,0
411976,41,1976,9,40,42,0,0
411976,41,1976,9,40,46,0,0
411976,41,1976,9,40,47,1,0
411977,41,1977,1,1,42,0.0003023431594860166,0.0003022517757291824
411977,41,1977,1,1,46,0.999697656840514,0.9993954964485416
411977,41,1977,1,1,47,0,0
411977,41,1977,2,1,42,0,0
411977,41,1977,2,1,46,1,0.0003022517757291824
411977,41,1977,2,1,47,0,0
411977,41,1977,3,1,47,1,0
411977,41,1977,9,30,42,0,0
411977,41,1977,9,30,46,0,0
411977,41,1977,9,30,47,1,0
411977,41,1977,9,40,42,0,0
411977,41,1977,9,40,46,0,0
411977,41,1977,9,40,47,1,0
411978,41,1978,1,1,42,0,0
411978,41,1978,1,1,46,1,0.9981282967500426
411978,41,1978,1,1,47,0,0
411978,41,1978,2,1,42,0,0
411978,41,1978,2,1,46,1,0.0018717032499574614
411978,41,1978,2,1,47,0,0
411978,41,1978,3,1,47,1,0
411978,41,1978,9,30,42,0,0
411978,41,1978,9,30,46,0,0
411978,41,1978,9,30,47,1,0
411978,41,1978,9,40,42,0,0
411978,41,1978,9,40,46,0,0
411978,41,1978,9,40,47,1,0
411979,41,1979,1,1,42,0,0
411979,41,1979,1,1,46,1,0.6818181818181818
411979,41,1979,1,1,47,0,0
411979,41,1979,2,1,42,0,0
411979,41,1979,2,1,46,1,0.3181818181818182
411979,41,1979,2,1,47,0,0
411979,41,1979,3,1,47,1,0
411979,41,1979,9,30,42,0,0
411979,41,1979,9,30,46,0,0
411979,41,1979,9,30,47,1,0
411979,41,1979,9,40,42,0,0
411979,41,1979,9,40,46,0,0
411979,41,1979,9,40,47,1,0
411980,41,1980,1,1,42,0,0
411980,41,1980,1,1,46,1,0.9876817792985457
411980,41,1980,1,1,47,0,0
411980,41,1980,2,1,42,0,0
411980,41,1980,2,1,46,1,0.012318220701454234
411980,41,1980,2,1,47,0,0
411980,41,1980,3,1,47,1,0
411980,41,1980,9,30,42,0,0
411980,41,1980,9,30,46,0,0
411980,41,1980,9,30,47,1,0
411980,41,1980,9,40,42,0,0
411980,41,1980,9,40,46,0,0
411980,41,1980,9,40,47,1,0
411981,41,1981,1,1,42,0,0
411981,41,1981,1,1,46,1,0.0012048192771084338
411981,41,1981,1,1,47,0,0
411981,41,1981,2,1,42,0,0
411981,41,1981,2,1,46,0,0
411981,41,1981,2,1,47,1,0.9987951807228915
411981,41,1981,3,1,47,1,0
411981,41,1981,9,30,42,0,0
411981,41,1981,9,30,46,0,0
411981,41,1981,9,30,47,1,0
411981,41,1981,9,40,42,0,0
411981,41,1981,9,40,46,0,0
411981,41,1981,9,40,47,1,0
411982,41,1982,1,1,42,0,0
411982,41,1982,1,1,46,1,0
411982,41,1982,1,1,47,0,0
411982,41,1982,2,1,42,0,0
411982,41,1982,2,1,46,0,0
411982,41,1982,2,1,47,1,1
411982,41,1982,3,1,47,1,0
411982,41,1982,9,30,42,0,0
411982,41,1982,9,30,46,0,0
411982,41,1982,9,30,47,1,0
411982,41,1982,9,40,42,0,0
411982,41,1982,9,40,46,0,0
411982,41,1982,9,40,47,1,0
411983,41,1983,1,1,42,0,0
411983,41,1983,1,1,46,1,0.0017035775127768314
411983,41,1983,1,1,47,0,0
411983,41,1983,2,1,42,0,0
411983,41,1983,2,1,46,0.0017064846416382253,0.0017035775127768314
411983,41,1983,2,1,47,0.9982935153583617,0.9965928449744463
411983,41,1983,3,1,47,1,0
411983,41,1983,9,30,42,0,0
411983,41,1983,9,30,46,0,0
411983,41,1983,9,30,47,1,0
411983,41,1983,9,40,42,0,0
411983,41,1983,9,40,46,0,0
411983,41,1983,9,40,47,1,0
411984,41,1984,1,1,42,0,0
411984,41,1984,1,1,46,1,0.053237410071942444
411984,41,1984,1,1,47,0,0
411984,41,1984,2,1,42,0,0
411984,41,1984,2,1,46,0.10334346504559269,0.09784172661870504
411984,41,1984,2,1,47,0.8966565349544073,0.8489208633093526
411984,41,1984,3,1,47,1,0
411984,41,1984,9,30,42,0,0
411984,41,1984,9,30,46,0,0
411984,41,1984,9,30,47,1,0
411984,41,1984,9,40,42,0,0
411984,41,1984,9,40,46,0,0
411984,41,1984,9,40,47,1,0
411985,41,1985,1,1,42,0,0
411985,41,1985,1,1,46,1,0.028465346534653466
411985,41,1985,1,1,47,0,0
411985,41,1985,2,1,42,0,0
411985,41,1985,2,1,46,0.11337579617834395,0.11014851485148515
411985,41,1985,2,1,47,0.8866242038216561,0.8613861386138614
411985,41,1985,3,1,47,1,0
411985,41,1985,9,30,42,0,0
411985,41,1985,9,30,46,0,0
411985,41,1985,9,30,47,1,0
411985,41,1985,9,40,42,0,0
411985,41,1985,9,40,46,0,0
411985,41,1985,9,40,47,1,0
411986,41,1986,1,1,42,0,0
411986,41,1986,1,1,46,1,0.0609284332688588
411986,41,1986,1,1,47,0,0
411986,41,1986,2,1,42,0,0
411986,41,1986,2,1,46,0.017507723995880534,0.01644100580270793
411986,41,1986,2,1,47,0.9824922760041195,0.9226305609284333
411986,41,1986,3,1,47,1,0
411986,41,1986,9,30,42,0,0
411986,41,1986,9,30,46,0,0
411986,41,1986,9,30,47,1,0
411986,41,1986,9,40,42,0,0
411986,41,1986,9,40,46,0,0
411986,41,1986,9,40,47,1,0
411987,41,1987,1,1,42,0,0
411987,41,1987,1,1,46,1,0
411987,41,1987,1,1,47,0,0
411987,41,1987,2,1,42,0,0
411987,41,1987,2,1,46,0.03283582089552239,0.03283582089552239
411987,41,1987,2,1,47,0.9671641791044776,0.9671641791044776
411987,41,1987,3,1,47,1,0
411987,41,1987,9,30,42,0,0
411987,41,1987,9,30,46,0,0
411987,41,1987,9,30,47,1,0
411987,41,1987,9,40,42,0,0
411987,41,1987,9,40,46,0,0
411987,41,1987,9,40,47,1,0
411988,41,1988,1,1,42,0,0
411988,41,1988,1,1,46,1,0
411988,41,1988,1,1,47,0,0
411988,41,1988,2,1,42,0,0
411988,41,1988,2,1,46,0.06800348735832606,0.06800348735832606
411988,41,1988,2,1,47,0.9319965126416739,0.9319965126416739
411988,41,1988,3,1,47,1,0
411988,41,1988,9,30,42,0,0
411988,41,1988,9,30,46,0,0
411988,41,1988,9,30,47,1,0
411988,41,1988,9,40,42,0,0
411988,41,1988,9,40,46,0,0
411988,41,1988,9,40,47,1,0
411989,41,1989,1,1,42,0,0
411989,41,1989,1,1,46,1,0.013087736306349976
411989,41,1989,1,1,47,0,0
411989,41,1989,2,1,42,0,0
411989,41,1989,2,1,46,0.06630648330058939,0.06543868153174988
411989,41,1989,2,1,47,0.9336935166994106,0.9214735821619001
411989,41,1989,3,1,47,1,0
411989,41,1989,9,30,42,0,0
411989,41,1989,9,30,46,0,0
411989,41,1989,9,30,47,1,0
411989,41,1989,9,40,42,0,0
411989,41,1989,9,40,46,0,0
411989,41,1989,9,40,47,1,0
411990,41,1990,1,1,42,0,0
411990,41,1990,1,1,46,1,0.0028581636298678098
411990,41,1990,1,1,47,0,0
411990,41,1990,2,1,42,0,0
411990,41,1990,2,1,46,0.05705059203444563,0.05680600214362272
411990,41,1990,2,1,47,0.9429494079655544,0.9389067524115756
411990,41,1990,3,1,47,1,0.0014290818149339049
411990,41,1990,9,30,42,0,0
411990,41,1990,9,30,46,0,0
411990,41,1990,9,30,47,1,0
411990,41,1990,9,40,42,0,0
411990,41,1990,9,40,46,0,0
411990,41,1990,9,40,47,1,0
411991,41,1991,1,1,42,0.5714285714285714,0.0019704433497536944
411991,41,1991,1,1,46,0.4285714285714286,0.001477832512315271
411991,41,1991,1,1,47,0,0
411991,41,1991,2,1,42,0.006526104417670682,0.0064039408866995075
411991,41,1991,2,1,46,0.053714859437751,0.05270935960591133
411991,41,1991,2,1,47,0.9397590361445782,0.9221674876847291
411991,41,1991,3,1,47,1,0.015270935960591132
411991,41,1991,9,30,42,0,0
411991,41,1991,9,30,46,0,0
411991,41,1991,9,30,47,1,0
411991,41,1991,9,40,42,0,0
411991,41,1991,9,40,46,0,0
411991,41,1991,9,40,47,1,0
411992,41,1992,1,1,42,0.17045454545454544,0.009560229445506692
411992,41,1992,1,1,46,0,0
411992,41,1992,1,1,47,0.8295454545454546,0.04652644996813257
411992,41,1992,2,1,42,0.02700781805259417,0.024219247928616953
411992,41,1992,2,1,46,0.10163468372423595,0.0911408540471638
411992,41,1992,2,1,47,0.8713574982231699,0.781389420012747
411992,41,1992,3,1,47,1,0.04716379859783301
411992,41,1992,9,30,42,0,0
411992,41,1992,9,30,46,0,0
411992,41,1992,9,30,47,1,0
411992,41,1992,9,40,42,0,0
411992,41,1992,9,40,46,0,0
411992,41,1992,9,40,47,1,0
411993,41,1993,1,1,42,0.3125,0.0021204410517387615
411993,41,1993,1,1,46,0,0
411993,41,1993,1,1,47,0.6875,0.004664970313825276
411993,41,1993,2,1,42,0.016606822262118494,0.015691263782866838
411993,41,1993,2,1,46,0.09829443447037702,0.09287531806615776
411993,41,1993,2,1,47,0.8850987432675045,0.8363019508057676
411993,41,1993,3,1,47,1,0.04834605597964377
411993,41,1993,9,30,42,0,0
411993,41,1993,9,30,46,0,0
411993,41,1993,9,30,47,1,0
411993,41,1993,9,40,42,0,0
411993,41,1993,9,40,46,0,0
411993,41,1993,9,40,47,1,0
411994,41,1994,1,1,42,0.9,0.0034668721109399076
411994,41,1994,1,1,46,0.1,0.0003852080123266564
411994,41,1994,1,1,47,0,0
411994,41,1994,2,1,42,0.021539688871160752,0.020801232665639446
411994,41,1994,2,1,46,0.06023135221380136,0.05816640986132512
411994,41,1994,2,1,47,0.918228958915038,0.886748844375963
411994,41,1994,3,1,47,1,0.030431432973805857
411994,41,1994,9,30,42,0,0
411994,41,1994,9,30,46,0,0
411994,41,1994,9,30,47,1,0
411994,41,1994,9,40,42,0,0
411994,41,1994,9,40,46,0,0
411994,41,1994,9,40,47,1,0
411995,41,1995,1,1,42,0.9117647058823528,0.01020408163265306
411995,41,1995,1,1,46,0.08823529411764706,0.0009874917709019092
411995,41,1995,1,1,47,0,0
411995,41,1995,2,1,42,0.016865776528461,0.015799868334430547
411995,41,1995,2,1,46,0.08011243851018973,0.07504937458854509
411995,41,1995,2,1,47,0.9030217849613492,0.8459512837393022
411995,41,1995,3,1,47,1,0.05069124423963133
411995,41,1995,9,30,42,0,0
411995,41,1995,9,30,46,1,0.0013166556945358788
411995,41,1995,9,30,47,0,0
411995,41,1995,9,40,42,0,0
411995,41,1995,9,40,46,0,0
411995,41,1995,9,40,47,1,0
411996,41,1996,1,1,42,1,0.004048582995951417
411996,41,1996,1,1,46,0,0
411996,41,1996,1,1,47,0,0
411996,41,1996,2,1,42,0.03395977579953841,0.032077234506384306
411996,41,1996,2,1,46,0.0801186943620178,0.07567735907816879
411996,41,1996,2,1,47,0.8859215298384439,0.8368109623170352
411996,41,1996,3,1,47,1,0.048894425412644035
411996,41,1996,9,30,42,0,0
411996,41,1996,9,30,46,1,0.002491435689816257
411996,41,1996,9,30,47,0,0
411996,41,1996,9,40,42,0,0
411996,41,1996,9,40,46,0,0
411996,41,1996,9,40,47,1,0
411997,41,1997,1,1,42,1,0.0005594405594405594
411997,41,1997,1,1,46,0,0
411997,41,1997,1,1,47,0,0
411997,41,1997,2,1,42,0.0365093499554764,0.0344055944055944
411997,41,1997,2,1,46,0.09706144256455922,0.09146853146853147
411997,41,1997,2,1,47,0.8664292074799644,0.8165034965034965
411997,41,1997,3,1,47,1,0.05706293706293706
411997,41,1997,9,30,42,0,0
411997,41,1997,9,30,46,0,0
411997,41,1997,9,30,47,1,0
411997,41,1997,9,40,42,0,0
411997,41,1997,9,40,46,0,0
411997,41,1997,9,40,47,1,0
411998,41,1998,1,1,42,1,0.0005888125613346418
411998,41,1998,1,1,46,0,0
411998,41,1998,1,1,47,0,0
411998,41,1998,2,1,42,0.026735661923242778,0.02433758586849853
411998,41,1998,2,1,46,0.29128934885726604,0.265161923454367
411998,41,1998,2,1,47,0.6819749892194912,0.6208047105004907
411998,41,1998,3,1,47,1,0.0889106967615309
411998,41,1998,9,30,42,0,0
411998,41,1998,9,30,46,1,0.00019627085377821394
411998,41,1998,9,30,47,0,0
411998,41,1998,9,40,42,0,0
411998,41,1998,9,40,46,0,0
411998,41,1998,9,40,47,1,0
411999,41,1999,1,1,42,1,0.0009288500835965075
411999,41,1999,1,1,46,0,0
411999,41,1999,1,1,47,0,0
411999,41,1999,2,1,42,0.028479743281187325,0.026379342374140812
411999,41,1999,2,1,46,0.09466506217408745,0.08768344789151031
411999,41,1999,2,1,47,0.8768551945447252,0.8121865130967861
411999,41,1999,3,1,47,1,0.07282184655396619
411999,41,1999,9,30,42,0,0
411999,41,1999,9,30,46,0,0
411999,41,1999,9,30,47,1,0
411999,41,1999,9,40,42,0,0
411999,41,1999,9,40,46,0,0
411999,41,1999,9,40,47,1,0
412000,41,2000,1,1,42,1,0.05265839986410736
412000,41,2000,1,1,46,0,0
412000,41,2000,1,1,47,0,0
412000,41,2000,2,1,42,0.07430830039525692,0.06386954306098182
412000,41,2000,2,1,46,0.09229249011857708,0.07932733140818753
412000,41,2000,2,1,47,0.8333992094861661,0.7163241039578733
412000,41,2000,3,1,47,1,0.08782062170885001
412000,41,2000,9,30,42,0,0
412000,41,2000,9,30,46,0,0
412000,41,2000,9,30,47,1,0
412000,41,2000,9,40,42,0,0
412000,41,2000,9,40,46,0,0
412000,41,2000,9,40,47,1,0
412001,41,2001,1,1,42,0.9979381443298969,0.0886284563266801
412001,41,2001,1,1,46,0.002061855670103093,0.00018311664530305805
412001,41,2001,1,1,47,0,0
412001,41,2001,2,1,42,0.07230769230769231,0.0602453763047061
412001,41,2001,2,1,46,0.1367032967032967,0.1138985533785021
412001,41,2001,2,1,47,0.7909890109890111,0.659036806445706
412001,41,2001,3,1,47,1,0.07800769089910273
412001,41,2001,9,30,42,0,0
412001,41,2001,9,30,46,0,0
412001,41,2001,9,30,47,1,0
412001,41,2001,9,40,42,0,0
412001,41,2001,9,40,46,0,0
412001,41,2001,9,40,47,1,0
412002,41,2002,1,1,42,0.9947916666666666,0.10003491620111732
412002,41,2002,1,1,46,0.005208333333333333,0.0005237430167597765
412002,41,2002,1,1,47,0,0
