sourceTypeModelYearID,sourceTypeID,modelYearID,fuelTypeID,engTechID,regClassID,stmyFuelEngFraction,stmyFraction
512032,51,2032,1,1,47,0,0
512032,51,2032,2,1,41,0,0
512032,51,2032,2,1,42,0,0
512032,51,2032,2,1,46,0.23945429923781048,0.19454098115880888
512032,51,2032,2,1,47,0.7605457007621895,0.6178937163097189
512032,51,2032,3,1,47,1,0.02053094867671133
512032,51,2032,9,30,41,0,0
512032,51,2032,9,30,42,0,0
512032,51,2032,9,30,46,0.4125567977656711,0.06891115814317822
512032,51,2032,9,30,47,0.5874432022343289,0.09812319571158287
512032,51,2032,9,40,41,0,0
512032,51,2032,9,40,42,0,0
512032,51,2032,9,40,46,0,0
512032,51,2032,9,40,47,1,0
512033,51,2033,1,1,41,0,0
512033,51,2033,1,1,42,0,0
512033,51,2033,1,1,46,1,0
512033,51,2033,1,1,47,0,0
512033,51,2033,2,1,41,0,0
512033,51,2033,2,1,42,0,0
512033,51,2033,2,1,46,0.24167135317642932,0.19610564858509377
512033,51,2033,2,1,47,0.7583286468235707,0.6153502646109116
512033,51,2033,3,1,47,1,0.021237771729210934
512033,51,2033,9,30,41,0,0
512033,51,2033,9,30,42,0,0
512033,51,2033,9,30,46,0.41519892096576494,0.0694654014898085
512033,51,2033,9,30,47,0.584801079034235,0.09784091358497521
512033,51,2033,9,40,41,0,0
512033,51,2033,9,40,42,0,0
512033,51,2033,9,40,46,0,0
512033,51,2033,9,40,47,1,0
512034,51,2034,1,1,41,0,0
512034,51,2034,1,1,42,0,0
512034,51,2034,1,1,46,1,0
512034,51,2034,1,1,47,0,0
512034,51,2034,2,1,41,0,0
512034,51,2034,2,1,42,0,0
512034,51,2034,2,1,46,0.24396365994377608,0.1976651405564463
512034,51,2034,2,1,47,0.756036340056224,0.6125585649003429
512034,51,2034,3,1,47,1,0.022198917815311803
512034,51,2034,9,30,41,0,0
512034,51,2034,9,30,42,0,0
512034,51,2034,9,30,46,0.4178237715095764,0.07001781156413193
512034,51,2034,9,30,47,0.5821762284904235,0.09755956516376718
512034,51,2034,9,40,41,0,0
512034,51,2034,9,40,42,0,0
512034,51,2034,9,40,46,0,0
512034,51,2034,9,40,47,1,0
512035,51,2035,1,1,41,0,0
512035,51,2035,1,1,42,0,0
512035,51,2035,1,1,46,1,0
512035,51,2035,1,1,47,0,0
512035,51,2035,2,1,41,0,0
512035,51,2035,2,1,42,0,0
512035,51,2035,2,1,46,0.2462304689291788,0.19918180022181092
512035,51,2035,2,1,47,0.7537695310708212,0.6097424612151436
512035,51,2035,3,1,47,1,0.023234745039639158
512035,51,2035,9,30,41,0,0
512035,51,2035,9,30,42,0,0
512035,51,2035,9,30,46,0.42036839695928,0.0705550493914872
512035,51,2035,9,30,47,0.57963160304072,0.09728594413191909
512035,51,2035,9,40,41,0,0
512035,51,2035,9,40,42,0,0
512035,51,2035,9,40,46,0,0
512035,51,2035,9,40,47,1,0
512036,51,2036,1,1,41,0,0
512036,51,2036,1,1,42,0,0
512036,51,2036,1,1,46,1,0
512036,51,2036,1,1,47,0,0
512036,51,2036,2,1,41,0,0
512036,51,2036,2,1,42,0,0
512036,51,2036,2,1,46,0.24864410264350234,0.2007951325194989
512036,51,2036,2,1,47,0.7513558973564977,0.6067652736381822
512036,51,2036,3,1,47,1,0.024318180459324174
512036,51,2036,9,30,41,0,0
512036,51,2036,9,30,42,0,0
512036,51,2036,9,30,46,0.4230664588805991,0.07112653102194488
512036,51,2036,9,30,47,0.5769335411194008,0.09699488236104968
512036,51,2036,9,40,41,0,0
512036,51,2036,9,40,42,0,0
512036,51,2036,9,40,46,0,0
512036,51,2036,9,40,47,1,0
512037,51,2037,1,1,41,0,0
512037,51,2037,1,1,42,0,0
512037,51,2037,1,1,46,1,0
512037,51,2037,1,1,47,0,0
512037,51,2037,2,1,41,0,0
512037,51,2037,2,1,42,0,0
512037,51,2037,2,1,46,0.2510449267606265,0.20237423527042261
512037,51,2037,2,1,47,0.7489550732393735,0.6037533287547535
512037,51,2037,3,1,47,1,0.025476552309219802
512037,51,2037,9,30,41,0,0
512037,51,2037,9,30,42,0,0
512037,51,2037,9,30,46,0.425698575000952,0.07168588771247376
512037,51,2037,9,30,47,0.574301424999048,0.09670999595313036
512037,51,2037,9,40,41,0,0
512037,51,2037,9,40,42,0,0
512037,51,2037,9,40,46,0,0
512037,51,2037,9,40,47,1,0
512038,51,2038,1,1,41,0,0
512038,51,2038,1,1,42,0,0
512038,51,2038,1,1,46,1,0
512038,51,2038,1,1,47,0,0
512038,51,2038,2,1,41,0,0
512038,51,2038,2,1,42,0,0
512038,51,2038,2,1,46,0.25349801851944076,0.20397461480694212
512038,51,2038,2,1,47,0.7465019814805592,0.6006652636357341
512038,51,2038,3,1,47,1,0.026686069404321316
512038,51,2038,9,30,41,0,0
512038,51,2038,9,30,42,0,0
512038,51,2038,9,30,46,0.4283574161935529,0.07225278115915672
512038,51,2038,9,30,47,0.5716425838064471,0.09642127099384573
512038,51,2038,9,40,41,0,0
512038,51,2038,9,40,42,0,0
512038,51,2038,9,40,46,0,0
512038,51,2038,9,40,47,1,0
512039,51,2039,1,1,41,0,0
512039,51,2039,1,1,42,0,0
512039,51,2039,1,1,46,1,0
512039,51,2039,1,1,47,0,0
512039,51,2039,2,1,41,0,0
512039,51,2039,2,1,42,0,0
512039,51,2039,2,1,46,0.25591945475482014,0.20553310628050803
512039,51,2039,2,1,47,0.7440805452451799,0.5975832745253825
512039,51,2039,3,1,47,1,0.027938679288588085
512039,51,2039,9,30,41,0,0
512039,51,2039,9,30,42,0,0
512039,51,2039,9,30,46,0.43093825049443885,0.0728048368327735
512039,51,2039,9,30,47,0.5690617495055611,0.09614010307274788
512039,51,2039,9,40,41,0,0
512039,51,2039,9,40,42,0,0
512039,51,2039,9,40,46,0,0
512039,51,2039,9,40,47,1,0
512040,51,2040,1,1,41,0,0
512040,51,2040,1,1,42,0,0
512040,51,2040,1,1,46,1,0
512040,51,2040,1,1,47,0,0
512040,51,2040,2,1,41,0,0
512040,51,2040,2,1,42,0,0
512040,51,2040,2,1,46,0.2583853876946785,0.20709901872382708
512040,51,2040,2,1,47,0.7416146123053214,0.5944130968472978
512040,51,2040,3,1,47,1,0.029270766901847906
512040,51,2040,9,30,41,0,0
512040,51,2040,9,30,42,0,0
512040,51,2040,9,30,46,0.43352305172715205,0.07335952119478893
512040,51,2040,9,30,47,0.566476948272848,0.09585759633223816
512040,51,2040,9,40,41,0,0
512040,51,2040,9,40,42,0,0
512040,51,2040,9,40,46,0,0
512040,51,2040,9,40,47,1,0
512041,51,2041,1,1,41,0,0
512041,51,2041,1,1,42,0,0
512041,51,2041,1,1,46,1,0
512041,51,2041,1,1,47,0,0
512041,51,2041,2,1,41,0,0
512041,51,2041,2,1,42,0,0
512041,51,2041,2,1,46,0.26083376064809943,0.20862625459870648
512041,51,2041,2,1,47,0.7391662393519006,0.5912175005974315
512041,51,2041,3,1,47,1,0.030673672187263055
512041,51,2041,9,30,41,0,0
512041,51,2041,9,30,42,0,0
512041,51,2041,9,30,46,0.4360360138063464,0.07390050537338642
512041,51,2041,9,30,47,0.5639639861936536,0.09558206724321248
512041,51,2041,9,40,41,0,0
512041,51,2041,9,40,42,0,0
512041,51,2041,9,40,46,0,0
512041,51,2041,9,40,47,1,0
512042,51,2042,1,1,41,0,0
512042,51,2042,1,1,42,0,0
512042,51,2042,1,1,46,1,0
512042,51,2042,1,1,47,0,0
512042,51,2042,2,1,41,0,0
512042,51,2042,2,1,42,0,0
512042,51,2042,2,1,46,0.2633016439878142,0.21014849640971583
512042,51,2042,2,1,47,0.7366983560121857,0.5879798146290168
512042,51,2042,3,1,47,1,0.032124529293684215
512042,51,2042,9,30,41,0,0
512042,51,2042,9,30,42,0,0
512042,51,2042,9,30,46,0.43853293733214255,0.07443972053281338
512042,51,2042,9,30,47,0.5614670626678574,0.09530743913476963
512042,51,2042,9,40,41,0,0
512042,51,2042,9,40,42,0,0
512042,51,2042,9,40,46,0,0
512042,51,2042,9,40,47,1,0
512043,51,2043,1,1,41,0,0
512043,51,2043,1,1,42,0,0
512043,51,2043,1,1,46,1,0
512043,51,2043,1,1,47,0,0
512043,51,2043,2,1,41,0,0
512043,51,2043,2,1,42,0,0
512043,51,2043,2,1,46,0.2657311715379853,0.2116018621942707
512043,51,2043,2,1,47,0.7342688284620147,0.5846986281455425
512043,51,2043,3,1,47,1,0.03369973456438775
512043,51,2043,9,30,41,0,0
512043,51,2043,9,30,42,0,0
512043,51,2043,9,30,46,0.4409096311000259,0.07495453812457616
512043,51,2043,9,30,47,0.5590903688999741,0.09504523697122295
512043,51,2043,9,40,41,0,0
512043,51,2043,9,40,42,0,0
512043,51,2043,9,40,46,0,0
512043,51,2043,9,40,47,1,0
512044,51,2044,1,1,41,0,0
512044,51,2044,1,1,42,0,0
512044,51,2044,1,1,46,1,0
512044,51,2044,1,1,47,0,0
512044,51,2044,2,1,41,0,0
512044,51,2044,2,1,42,0,0
512044,51,2044,2,1,46,0.26828724963024,0.2131293968415584
512044,51,2044,2,1,47,0.73171275036976,0.5812780792323085
512044,51,2044,3,1,47,1,0.03532724180991275
512044,51,2044,9,30,41,0,0
512044,51,2044,9,30,42,0,0
512044,51,2044,9,30,46,0.44340001201250256,0.0754956281356443
512044,51,2044,9,30,47,0.5565999879874974,0.09476965398057617
512044,51,2044,9,40,41,0,0
512044,51,2044,9,40,42,0,0
512044,51,2044,9,40,46,0,0
512044,51,2044,9,40,47,1,0
512045,51,2045,1,1,41,0,0
512045,51,2045,1,1,42,0,0
512045,51,2045,1,1,46,1,0
512045,51,2045,1,1,47,0,0
512045,51,2045,2,1,41,0,0
512045,51,2045,2,1,42,0,0
512045,51,2045,2,1,46,0.27082757071840097,0.21463480443764285
512045,51,2045,2,1,47,0.7291724292815991,0.5778797976329647
512045,51,2045,3,1,47,1,0.03695845478566871
512045,51,2045,9,30,41,0,0
512045,51,2045,9,30,42,0,0
512045,51,2045,9,30,46,0.44584673133836267,0.07602888020575199
512045,51,2045,9,30,47,0.5541532686616374,0.09449806293797165
512045,51,2045,9,40,41,0,0
512045,51,2045,9,40,42,0,0
512045,51,2045,9,40,46,0,0
512045,51,2045,9,40,47,1,0
512046,51,2046,1,1,41,0,0
512046,51,2046,1,1,42,0,0
512046,51,2046,1,1,46,1,0
512046,51,2046,1,1,47,0,0
512046,51,2046,2,1,41,0,0
512046,51,2046,2,1,42,0,0
512046,51,2046,2,1,46,0.2735138698721981,0.2162413254358002
512046,51,2046,2,1,47,0.7264861301278018,0.5743632809662114
512046,51,2046,3,1,47,1,0.038589214494398116
512046,51,2046,9,30,41,0,0
512046,51,2046,9,30,42,0,0
512046,51,2046,9,30,46,0.44844952044393904,0.07659794910786669
512046,51,2046,9,30,47,0.5515504795560611,0.09420822999572374
512046,51,2046,9,40,41,0,0
512046,51,2046,9,40,42,0,0
512046,51,2046,9,40,46,0,0
512046,51,2046,9,40,47,1,0
512047,51,2047,1,1,41,0,0
512047,51,2047,1,1,42,0,0
512047,51,2047,1,1,46,1,0
512047,51,2047,1,1,47,0,0
512047,51,2047,2,1,41,0,0
512047,51,2047,2,1,42,0,0
512047,51,2047,2,1,46,0.27614272579466553,0.21777006612354044
512047,51,2047,2,1,47,0.7238572742053345,0.5708441024983414
512047,51,2047,3,1,47,1,0.040313935627301935
512047,51,2047,9,30,41,0,0
512047,51,2047,9,30,42,0,0
512047,51,2047,9,30,46,0.450918404740344,0.07713946632786456
512047,51,2047,9,30,47,0.549081595259656,0.09393242942295184
512047,51,2047,9,40,41,0,0
512047,51,2047,9,40,42,0,0
512047,51,2047,9,40,46,0,0
512047,51,2047,9,40,47,1,0
512048,51,2048,1,1,41,0,0
512048,51,2048,1,1,42,0,0
512048,51,2048,1,1,46,1,0
512048,51,2048,1,1,47,0,0
512048,51,2048,2,1,41,0,0
512048,51,2048,2,1,42,0,0
512048,51,2048,2,1,46,0.2788510536706268,0.21934551881201525
512048,51,2048,2,1,47,0.7211489463293732,0.5672590714331475
512048,51,2048,3,1,47,1,0.042049678153636305
512048,51,2048,9,30,41,0,0
512048,51,2048,9,30,42,0,0
512048,51,2048,9,30,46,0.453454716094874,0.077697530077291
512048,51,2048,9,30,47,0.546545283905126,0.09364820152390982
512048,51,2048,9,40,41,0,0
512048,51,2048,9,40,42,0,0
512048,51,2048,9,40,46,0,0
512048,51,2048,9,40,47,1,0
512049,51,2049,1,1,41,0,0
512049,51,2049,1,1,42,0,0
512049,51,2049,1,1,46,1,0
512049,51,2049,1,1,47,0,0
512049,51,2049,2,1,41,0,0
512049,51,2049,2,1,42,0,0
512049,51,2049,2,1,46,0.2814874829654835,0.22085362428949376
512049,51,2049,2,1,47,0.7185125170345166,0.5637412072916151
512049,51,2049,3,1,47,1,0.04379730686043053
512049,51,2049,9,30,41,0,0
512049,51,2049,9,30,42,0,0
512049,51,2049,9,30,46,0.45587502281244857,0.07823173780275877
512049,51,2049,9,30,47,0.5441249771875515,0.0933761237557019
512049,51,2049,9,40,41,0,0
512049,51,2049,9,40,42,0,0
512049,51,2049,9,40,46,0,0
512049,51,2049,9,40,47,1,0
512050,51,2050,1,1,41,0,0
512050,51,2050,1,1,42,0,0
512050,51,2050,1,1,46,1,0
512050,51,2050,1,1,47,0,0
512050,51,2050,2,1,41,0,0
512050,51,2050,2,1,42,0,0
512050,51,2050,2,1,46,0.28422106206892717,0.22241688050508465
512050,51,2050,2,1,47,0.7157789379310728,0.5601320231055343
512050,51,2050,3,1,47,1,0.045571518899178015
512050,51,2050,9,30,41,0,0
512050,51,2050,9,30,42,0,0
512050,51,2050,9,30,46,0.4583760468497118,0.07878548126415803
512050,51,2050,9,30,47,0.5416239531502881,0.09309409622604511
512050,51,2050,9,40,41,0,0
512050,51,2050,9,40,42,0,0
512050,51,2050,9,40,46,0,0
512050,51,2050,9,40,47,1,0
512051,51,2051,1,1,41,0,0
512051,51,2051,1,1,42,0,0
512051,51,2051,1,1,46,1,0
512051,51,2051,1,1,47,0,0
512051,51,2051,2,1,41,0,0
512051,51,2051,2,1,42,0,0
512051,51,2051,2,1,46,0.28697138488408425,0.22396311397347055
512051,51,2051,2,1,47,0.7130286151159158,0.5564739810488625
512051,51,2051,3,1,47,1,0.04741457034876593
512051,51,2051,9,30,41,0,0
512051,51,2051,9,30,42,0,0
512051,51,2051,9,30,46,0.4608420698610088,0.07933319485350832
512051,51,2051,9,30,47,0.5391579301389912,0.09281513977539269
512051,51,2051,9,40,41,0,0
512051,51,2051,9,40,42,0,0
512051,51,2051,9,40,46,0,0
512051,51,2051,9,40,47,1,0
512052,51,2052,1,1,41,0,0
512052,51,2052,1,1,42,0,0
512052,51,2052,1,1,46,1,0
512052,51,2052,1,1,47,0,0
512052,51,2052,2,1,41,0,0
512052,51,2052,2,1,42,0,0
512052,51,2052,2,1,46,0.2897382089524009,0.22549103767308756
512052,51,2052,2,1,47,0.7102617910475991,0.5527668196125973
512052,51,2052,3,1,47,1,0.04932823344222239
512052,51,2052,9,30,41,0,0
512052,51,2052,9,30,42,0,0
512052,51,2052,9,30,46,0.4632713393809964,0.07987442267639601
512052,51,2052,9,30,47,0.5367286606190035,0.09253948659569675
512052,51,2052,9,40,41,0,0
512052,51,2052,9,40,42,0,0
512052,51,2052,9,40,46,0,0
512052,51,2052,9,40,47,1,0
512053,51,2053,1,1,41,0,0
512053,51,2053,1,1,42,0,0
512053,51,2053,1,1,46,1,0
512053,51,2053,1,1,47,0,0
512053,51,2053,2,1,41,0,0
512053,51,2053,2,1,42,0,0
512053,51,2053,2,1,46,0.2925213200799279,0.22699934427993093
512053,51,2053,2,1,47,0.707478679920072,0.5490102273229391
512053,51,2053,3,1,47,1,0.05131435420866281
512053,51,2053,9,30,41,0,0
512053,51,2053,9,30,42,0,0
512053,51,2053,9,30,46,0.46566209027329497,0.08040870164678804
512053,51,2053,9,30,47,0.5343379097267051,0.09226737254167884
512053,51,2053,9,40,41,0,0
512053,51,2053,9,40,42,0,0
512053,51,2053,9,40,46,0,0
512053,51,2053,9,40,47,1,0
512054,51,2054,1,1,41,0,0
512054,51,2054,1,1,42,0,0
512054,51,2054,1,1,46,1,0
512054,51,2054,1,1,47,0,0
512054,51,2054,2,1,41,0,0
512054,51,2054,2,1,42,0,0
512054,51,2054,2,1,46,0.29532051221914024,0.22848668794720384
512054,51,2054,2,1,47,0.7046794877808598,0.5452038567097724
512054,51,2054,3,1,47,1,0.05337485989211512
512054,51,2054,9,30,41,0,0
512054,51,2054,9,30,42,0,0
512054,51,2054,9,30,46,0.4680125154941289,0.08093555503293925
512054,51,2054,9,30,47,0.5319874845058711,0.0919990404179693
512054,51,2054,9,40,41,0,0
512054,51,2054,9,40,42,0,0
512054,51,2054,9,40,46,0,0
512054,51,2054,9,40,47,1,0
512055,51,2055,1,1,41,0,0
512055,51,2055,1,1,42,0,0
512055,51,2055,1,1,46,1,0
512055,51,2055,1,1,47,0,0
512055,51,2055,2,1,41,0,0
512055,51,2055,2,1,42,0,0
512055,51,2055,2,1,46,0.29813951346081463,0.22995168838073132
512055,51,2055,2,1,47,0.7018604865391854,0.5413371814220115
512055,51,2055,3,1,47,1,0.055510703418382816
512055,51,2055,9,30,41,0,0
512055,51,2055,9,30,42,0,0
512055,51,2055,9,30,46,0.47029037639148963,0.08145449390100339
512055,51,2055,9,30,47,0.5297096236085104,0.09174593287787082
512055,51,2055,9,40,41,0,0
512055,51,2055,9,40,42,0,0
512055,51,2055,9,40,46,0,0
512055,51,2055,9,40,47,1,0
512056,51,2056,1,1,41,0,0
512056,51,2056,1,1,42,0,0
512056,51,2056,1,1,46,1,0
512056,51,2056,1,1,47,0,0
512056,51,2056,2,1,41,0,0
512056,51,2056,2,1,42,0,0
512056,51,2056,2,1,46,0.300992367138046,0.23139292860486127
512056,51,2056,2,1,47,0.699007632861954,0.5373738371607839
512056,51,2056,3,1,47,1,0.05771992673945256
512056,51,2056,9,30,41,0,0
512056,51,2056,9,30,42,0,0
512056,51,2056,9,30,46,0.4723846113420946,0.08196501632366071
512056,51,2056,9,30,47,0.5276153886579055,0.09154829117124148
512056,51,2056,9,40,41,0,0
512056,51,2056,9,40,42,0,0
512056,51,2056,9,40,46,0,0
512056,51,2056,9,40,47,1,0
512057,51,2057,1,1,41,0,0
512057,51,2057,1,1,42,0,0
512057,51,2057,1,1,46,1,0
512057,51,2057,1,1,47,0,0
512057,51,2057,2,1,41,0,0
512057,51,2057,2,1,42,0,0
512057,51,2057,2,1,46,0.3038616681684255,0.23280896166752618
512057,51,2057,2,1,47,0.6961383318315745,0.5333586272581161
512057,51,2057,3,1,47,1,0.06000900221944473
512057,51,2057,9,30,41,0,0
512057,51,2057,9,30,42,0,0
512057,51,2057,9,30,46,0.47442752560472323,0.0824666097552144
512057,51,2057,9,30,47,0.5255724743952767,0.09135679909969835
512057,51,2057,9,40,41,0,0
512057,51,2057,9,40,42,0,0
512057,51,2057,9,40,46,0,0
512057,51,2057,9,40,47,1,0
512058,51,2058,1,1,41,0,0
512058,51,2058,1,1,42,0,0
512058,51,2058,1,1,46,1,0
512058,51,2058,1,1,47,0,0
512058,51,2058,2,1,41,0,0
512058,51,2058,2,1,42,0,0
512058,51,2058,2,1,46,0.30674720365430647,0.23419830320589471
512058,51,2058,2,1,47,0.6932527963456935,0.5292913078349548
512058,51,2058,3,1,47,1,0.06238003750997775
512058,51,2058,9,30,41,0,0
512058,51,2058,9,30,42,0,0
512058,51,2058,9,30,46,0.4764175096860015,0.08295874839816308
512058,51,2058,9,30,47,0.5235824903139985,0.09117160305100963
512058,51,2058,9,40,41,0,0
512058,51,2058,9,40,42,0,0
512058,51,2058,9,40,46,0,0
512058,51,2058,9,40,47,1,0
512059,51,2059,1,1,41,0,0
512059,51,2059,1,1,42,0,0
512059,51,2059,1,1,46,1,0
512059,51,2059,1,1,47,0,0
512059,51,2059,2,1,41,0,0
512059,51,2059,2,1,42,0,0
512059,51,2059,2,1,46,0.3096488220699115,0.23555943478143754
512059,51,2059,2,1,47,0.6903511779300885,0.5251714900345906
512059,51,2059,3,1,47,1,0.06483515708965273
512059,51,2059,9,30,41,0,0
512059,51,2059,9,30,42,0,0
512059,51,2059,9,30,46,0.47835246319150293,0.08344089438456241
512059,51,2059,9,30,47,0.5216475368084971,0.09099302370975669
512059,51,2059,9,40,41,0,0
512059,51,2059,9,40,42,0,0
512059,51,2059,9,40,46,0,0
512059,51,2059,9,40,47,1,0
512060,51,2060,1,1,41,0,0
512060,51,2060,1,1,42,0,0
512060,51,2060,1,1,46,1,0
512060,51,2060,1,1,47,0,0
512060,51,2060,2,1,41,0,0
512060,51,2060,2,1,42,0,0
512060,51,2060,2,1,46,0.31256631214902486,0.23689080446077673
512060,51,2060,2,1,47,0.6874336878509751,0.520998946459765
512060,51,2060,3,1,47,1,0.06737653023793945
512060,51,2060,9,30,41,0,0
512060,51,2060,9,30,42,0,0
512060,51,2060,9,30,46,0.48023071069576195,0.0839124979817761
512060,51,2060,9,30,47,0.5197692893042382,0.09082122085974287
512060,51,2060,9,40,41,0,0
512060,51,2060,9,40,42,0,0
512060,51,2060,9,40,46,0,0
512060,51,2060,9,40,47,1,0
521950,52,1950,1,1,41,0,0
521950,52,1950,1,1,42,0,0
521950,52,1950,1,1,46,1,0.990000000169128
521950,52,1950,1,1,47,0,0
521950,52,1950,2,1,41,0,0
521950,52,1950,2,1,42,0,0
521950,52,1950,2,1,46,0,0
521950,52,1950,2,1,47,1,0.00999999983087182
521950,52,1950,3,1,47,1,0
521950,52,1950,9,30,41,1,0
521950,52,1950,9,30,42,0,0
521950,52,1950,9,30,46,0,0
521950,52,1950,9,30,47,0,0
521950,52,1950,9,40,41,0,0
521950,52,1950,9,40,42,0,0
521950,52,1950,9,40,46,0,0
521950,52,1950,9,40,47,1,0
521951,52,1951,1,1,41,0,0
521951,52,1951,1,1,42,0,0
521951,52,1951,1,1,46,1,0.990000000169128
521951,52,1951,1,1,47,0,0
521951,52,1951,2,1,41,0,0
521951,52,1951,2,1,42,0,0
521951,52,1951,2,1,46,0,0
521951,52,1951,2,1,47,1,0.00999999983087182
521951,52,1951,3,1,47,1,0
521951,52,1951,9,30,41,1,0
521951,52,1951,9,30,42,0,0
521951,52,1951,9,30,46,0,0
521951,52,1951,9,30,47,0,0
521951,52,1951,9,40,41,0,0
521951,52,1951,9,40,42,0,0
521951,52,1951,9,40,46,0,0
521951,52,1951,9,40,47,1,0
521952,52,1952,1,1,41,0,0
521952,52,1952,1,1,42,0,0
521952,52,1952,1,1,46,1,0.990000000169128
521952,52,1952,1,1,47,0,0
521952,52,1952,2,1,41,0,0
521952,52,1952,2,1,42,0,0
521952,52,1952,2,1,46,0,0
521952,52,1952,2,1,47,1,0.00999999983087182
521952,52,1952,3,1,47,1,0
521952,52,1952,9,30,41,1,0
521952,52,1952,9,30,42,0,0
521952,52,1952,9,30,46,0,0
521952,52,1952,9,30,47,0,0
521952,52,1952,9,40,41,0,0
521952,52,1952,9,40,42,0,0
521952,52,1952,9,40,46,0,0
521952,52,1952,9,40,47,1,0
521953,52,1953,1,1,41,0,0
521953,52,1953,1,1,42,0,0
521953,52,1953,1,1,46,1,0.990000000169128
521953,52,1953,1,1,47,0,0
521953,52,1953,2,1,41,0,0
521953,52,1953,2,1,42,0,0
521953,52,1953,2,1,46,0,0
521953,52,1953,2,1,47,1,0.00999999983087182
521953,52,1953,3,1,47,1,0
521953,52,1953,9,30,41,1,0
521953,52,1953,9,30,42,0,0
521953,52,1953,9,30,46,0,0
521953,52,1953,9,30,47,0,0
521953,52,1953,9,40,41,0,0
521953,52,1953,9,40,42,0,0
521953,52,1953,9,40,46,0,0
521953,52,1953,9,40,47,1,0
521954,52,1954,1,1,41,0,0
521954,52,1954,1,1,42,0,0
521954,52,1954,1,1,46,1,0.990000000169128
521954,52,1954,1,1,47,0,0
521954,52,1954,2,1,41,0,0
521954,52,1954,2,1,42,0,0
521954,52,1954,2,1,46,0,0
521954,52,1954,2,1,47,1,0.00999999983087182
521954,52,1954,3,1,47,1,0
521954,52,1954,9,30,41,1,0
521954,52,1954,9,30,42,0,0
521954,52,1954,9,30,46,0,0
521954,52,1954,9,30,47,0,0
521954,52,1954,9,40,41,0,0
521954,52,1954,9,40,42,0,0
521954,52,1954,9,40,46,0,0
521954,52,1954,9,40,47,1,0
521955,52,1955,1,1,41,0,0
521955,52,1955,1,1,42,0,0
521955,52,1955,1,1,46,1,0.990000000169128
521955,52,1955,1,1,47,0,0
521955,52,1955,2,1,41,0,0
521955,52,1955,2,1,42,0,0
521955,52,1955,2,1,46,0,0
521955,52,1955,2,1,47,1,0.00999999983087182
521955,52,1955,3,1,47,1,0
521955,52,1955,9,30,41,1,0
521955,52,1955,9,30,42,0,0
521955,52,1955,9,30,46,0,0
521955,52,1955,9,30,47,0,0
521955,52,1955,9,40,41,0,0
521955,52,1955,9,40,42,0,0
521955,52,1955,9,40,46,0,0
521955,52,1955,9,40,47,1,0
521956,52,1956,1,1,41,0,0
521956,52,1956,1,1,42,0,0
521956,52,1956,1,1,46,1,0.990000000169128
521956,52,1956,1,1,47,0,0
521956,52,1956,2,1,41,0,0
521956,52,1956,2,1,42,0,0
521956,52,1956,2,1,46,0,0
521956,52,1956,2,1,47,1,0.00999999983087182
521956,52,1956,3,1,47,1,0
521956,52,1956,9,30,41,1,0
521956,52,1956,9,30,42,0,0
521956,52,1956,9,30,46,0,0
521956,52,1956,9,30,47,0,0
521956,52,1956,9,40,41,0,0
521956,52,1956,9,40,42,0,0
521956,52,1956,9,40,46,0,0
521956,52,1956,9,40,47,1,0
521957,52,1957,1,1,41,0,0
521957,52,1957,1,1,42,0,0
521957,52,1957,1,1,46,1,0.990000000169128
521957,52,1957,1,1,47,0,0
521957,52,1957,2,1,41,0,0
521957,52,1957,2,1,42,0,0
521957,52,1957,2,1,46,0,0
521957,52,1957,2,1,47,1,0.00999999983087182
521957,52,1957,3,1,47,1,0
521957,52,1957,9,30,41,1,0
521957,52,1957,9,30,42,0,0
521957,52,1957,9,30,46,0,0
521957,52,1957,9,30,47,0,0
521957,52,1957,9,40,41,0,0
521957,52,1957,9,40,42,0,0
521957,52,1957,9,40,46,0,0
521957,52,1957,9,40,47,1,0
521958,52,1958,1,1,41,0,0
521958,52,1958,1,1,42,0,0
521958,52,1958,1,1,46,1,0.990000000169128
521958,52,1958,1,1,47,0,0
521958,52,1958,2,1,41,0,0
521958,52,1958,2,1,42,0,0
521958,52,1958,2,1,46,0,0
521958,52,1958,2,1,47,1,0.00999999983087182
521958,52,1958,3,1,47,1,0
521958,52,1958,9,30,41,1,0
521958,52,1958,9,30,42,0,0
521958,52,1958,9,30,46,0,0
521958,52,1958,9,30,47,0,0
521958,52,1958,9,40,41,0,0
521958,52,1958,9,40,42,0,0
521958,52,1958,9,40,46,0,0
521958,52,1958,9,40,47,1,0
521959,52,1959,1,1,41,0,0
521959,52,1959,1,1,42,0,0
521959,52,1959,1,1,46,1,0.990000000169128
521959,52,1959,1,1,47,0,0
521959,52,1959,2,1,41,0,0
521959,52,1959,2,1,42,0,0
521959,52,1959,2,1,46,0,0
521959,52,1959,2,1,47,1,0.00999999983087182
521959,52,1959,3,1,47,1,0
521959,52,1959,9,30,41,1,0
521959,52,1959,9,30,42,0,0
521959,52,1959,9,30,46,0,0
521959,52,1959,9,30,47,0,0
521959,52,1959,9,40,41,0,0
521959,52,1959,9,40,42,0,0
521959,52,1959,9,40,46,0,0
521959,52,1959,9,40,47,1,0
521960,52,1960,1,1,41,0,0
521960,52,1960,1,1,42,0,0
521960,52,1960,1,1,46,1,0.990000000169128
521960,52,1960,1,1,47,0,0
521960,52,1960,2,1,41,0,0
521960,52,1960,2,1,42,0,0
